(title "Velocity Magnitude")
(labels "Position" "Velocity Magnitude")

((xy/key/label "line-10")
0.951663	0.103442
0.950532	0.105099
0.94939	0.106043
0.948246	0.108142
0.9471	0.112061
0.945969	0.111936
0.944809	0.107968
0.943635	0.105888
0.942452	0.105142
0.941257	0.105105
0.940053	0.105489
0.938838	0.106073
0.937614	0.10676
0.936382	0.107528
0.935144	0.108403
0.933901	0.109475
0.932654	0.111103
0.931405	0.113782
0.930157	0.118204
0.928934	0.118327
0.927686	0.11418
0.926434	0.111916
0.925183	0.1109
0.923932	0.110481
0.922681	0.110403
0.921431	0.110457
0.92018	0.110548
0.91893	0.110639
0.917679	0.110731
0.916429	0.110828
0.915178	0.110934
0.913928	0.111048
0.912677	0.111166
0.911427	0.111281
0.910176	0.111387
0.908926	0.111474
0.907675	0.111534
0.906424	0.111566
0.905174	0.111575
0.903923	0.111576
0.902673	0.11159
0.901422	0.111641
0.900171	0.111744
0.898921	0.111906
0.89767	0.112119
0.896419	0.112369
0.895169	0.112645
0.893918	0.112937
0.892668	0.113238
0.891417	0.113543
0.890167	0.113841
0.888916	0.114116
0.887666	0.11435
0.886415	0.114528
0.885165	0.114652
0.883915	0.114742
0.882664	0.114834
0.881414	0.114964
0.880163	0.115165
0.878913	0.115481
0.877662	0.115972
0.876411	0.116754
0.875159	0.118165
0.873907	0.120772
0.872659	0.125303
0.871436	0.125439
0.870188	0.121069
0.868936	0.118682
0.867685	0.117615
0.866434	0.117155
0.865183	0.117036
0.863933	0.117044
0.862682	0.117091
0.861432	0.117146
0.860182	0.117216
0.858931	0.117313
0.857681	0.117444
0.856431	0.117605
0.85518	0.117775
0.85393	0.117933
0.85268	0.118065
0.851429	0.118174
0.850179	0.118273
0.848929	0.11837
0.847678	0.118466
0.846428	0.118562
0.845178	0.118658
0.843927	0.11875
0.842677	0.118836
0.841426	0.118915
0.840176	0.118984
0.838926	0.119045
0.837675	0.119103
0.836425	0.11917
0.835174	0.119262
0.833924	0.119392
0.832674	0.119564
0.831423	0.119772
0.830173	0.119998
0.828922	0.120225
0.827672	0.120433
0.826422	0.120615
0.825171	0.120768
0.823921	0.1209
0.82267	0.121023
0.82142	0.121145
0.82017	0.121267
0.818919	0.12139
0.817669	0.121515
0.816418	0.121639
0.815168	0.121765
0.813917	0.121892
0.812667	0.122022
0.811417	0.122156
0.810166	0.122298
0.808916	0.122458
0.807665	0.122661
0.806414	0.122955
0.805164	0.123417
0.803913	0.124189
0.802661	0.125657
0.801409	0.128452
0.80016	0.133322
0.798936	0.133478
0.797688	0.128755
0.796436	0.126136
0.795184	0.124961
0.793933	0.12447
0.792683	0.124365
0.791432	0.124416
0.790181	0.124518
0.788931	0.124628
0.78768	0.124739
0.78643	0.12485
0.785179	0.124962
0.783929	0.12507
0.782678	0.12517
0.781428	0.125257
0.780177	0.125325
0.778927	0.125372
0.777676	0.1254
0.776426	0.125412
0.775175	0.12541
0.773924	0.125397
0.772674	0.125372
0.771423	0.125336
0.770173	0.125287
0.768922	0.125224
0.767672	0.12515
0.766421	0.125062
0.76517	0.124962
0.76392	0.124849
0.762669	0.124725
0.761419	0.124592
0.760168	0.124454
0.758917	0.124319
0.757667	0.124209
0.756416	0.124164
0.755165	0.124251
0.753914	0.124582
0.752662	0.125454
0.75141	0.12742
0.750161	0.130933
0.748936	0.13067
0.747687	0.126381
0.746435	0.124026
0.745183	0.122899
0.743932	0.122356
0.742681	0.122192
0.74143	0.122227
0.74018	0.122413
0.738929	0.122747
0.737678	0.123267
0.736428	0.12403
0.735177	0.125124
0.733926	0.126655
0.732676	0.128694
0.731425	0.131318
0.730174	0.134866
0.728923	0.139772
0.727673	0.145483
0.726422	0.152208
0.725171	0.164667
0.723919	0.184543
0.722668	0.190206
0.722656	0.207584
)
